time_idx,power_0,wind_speed_1,power_1,wind_speed_2,power_2,wind_speed_3,power_3,wind_speed_4,power_4,wind_speed_5,power_5,wind_speed_6,power_6,wind_speed_7,power_7,wind_speed_8,power_8,wind_speed_9,power_9,wind_speed_10,power_10,wind_speed_11,power_11,wind_speed_12,power_12,wind_speed_13,power_13,wind_speed_14,power_14,wind_speed_15,power_15,wind_speed_16,power_16,wind_speed_17,power_17,wind_speed_18,power_18,wind_speed_19,power_19,wind_speed_20,power_20,wind_speed_21,power_21,wind_speed_22,power_22,wind_speed_23,power_23,wind_speed_24,power_24,wind_speed_25,power_25,wind_speed_26,power_26,wind_speed_27,power_27,wind_speed_28,power_28,wp_true
275,-3.799999952,1.899999976,-3.299999952,2.5,-3.200000048,2.299999952,-3.200000048,2.400000095,-4.0,2.900000095,-3.700000048,2.200000048,-3.200000048,2.5,-3.299999952,2.5,-3.100000143,1.5,-3.700000048,1.300000072,-4.400000095,0.5,-4.0,1.300000072,-3.400000095,2.024999976,-4.825000226,2.0,-3.600000143,1.300000072,-4.300000191,1.399999976,-3.700000048,1.700000048,-4.400000095,1.5,-4.200000286,1.600000024,-3.400000095,0.900000036,-5.099999905,1.100000024,-4.400000095,1.399999976,-4.099999905,0.900000036,-3.900000095,1.100000024,-4.800000191,1.700000048,-4.200000286,1.200000048,-3.299999952,0.800000012,-3.900000095,0.900000036,-3.600000143,-0.11
276,-3.700000048,2.299999952,-3.799999952,2.600000143,-3.200000048,2.299999952,-3.200000048,2.600000143,-4.099999905,2.400000095,-3.700000048,2.299999952,-4.599999905,2.600000143,-4.0,2.600000143,-3.799999952,2.299999952,-3.799999952,2.400000095,-4.099999905,2.299999952,-3.299999952,2.299999952,-3.700000048,2.299999952,-5.200000286,2.5,-4.200000286,2.400000095,-7.0,2.299999952,-3.700000048,1.899999976,-4.0,2.5,-4.599999905,2.700000048,-4.400000095,1.600000024,-4.400000095,2.0,-4.5,2.100000143,-4.200000286,2.0,-4.400000095,2.100000143,-4.5,2.0,-4.200000286,1.899999976,-3.600000143,1.300000072,-4.400000095,0.600000024,-4.800000191,-0.11
277,-3.799999952,2.700000048,-3.700000048,2.5,-4.400000095,2.5,-4.300000191,2.600000143,-3.299999952,2.700000048,-3.299999952,2.100000143,-4.400000095,2.5,-3.200000048,2.400000095,-3.5,2.299999952,-5.099999905,2.200000048,-4.300000191,2.299999952,-3.200000048,2.299999952,-3.600000143,2.299999952,-5.400000095,2.299999952,-4.5,2.400000095,-4.200000286,2.200000048,-4.0,2.100000143,-3.200000048,2.400000095,-4.0,2.400000095,-4.0,1.300000072,-5.200000286,1.800000072,-3.400000095,2.100000143,-3.600000143,1.5,-4.800000191,1.700000048,-4.700000286,2.299999952,-3.5,2.200000048,-4.0,1.300000072,-3.5,1.300000072,-4.0,-0.11
278,-4.200000286,1.800000072,-3.799999952,2.0,-3.700000048,2.299999952,-3.900000095,2.700000048,-3.5,2.799999952,-3.299999952,2.400000095,-3.600000143,2.700000048,-4.099999905,2.5,-3.200000048,2.400000095,-4.400000095,3.0,-4.0,2.299999952,-4.700000286,2.400000095,-4.400000095,2.5,-3.5,2.5,-4.200000286,3.0,-4.0,2.600000143,-4.300000191,2.299999952,-3.900000095,2.700000048,-5.200000286,2.400000095,-3.900000095,1.300000072,-4.200000286,1.800000072,-3.400000095,1.700000048,-4.700000286,1.300000072,-4.900000095,1.600000024,-5.0,2.200000048,-6.400000095,2.200000048,-3.5,1.300000072,-3.700000048,1.399999976,-3.299999952,-0.11
279,-4.200000286,2.299999952,-3.200000048,2.799999952,-4.0,2.799999952,-4.200000286,3.095512867,-3.200000048,3.859615564,-9.699999809,2.5,-3.299999952,2.5,-4.800000191,2.5,-3.200000048,2.299999952,-4.300000191,2.299999952,-3.5,2.700000048,-3.299999952,2.400000095,-5.0,2.400000095,-3.799999952,1.800000072,-4.0,2.700000048,-4.400000095,2.400000095,-3.900000095,2.799999952,-3.799999952,2.900000095,-4.400000095,2.100000143,-3.400000095,1.5,-3.799999952,2.100000143,-5.5,1.700000048,-4.900000095,1.700000048,-3.5,1.800000072,-5.400000095,2.5,-4.5,2.299999952,-4.599999905,1.5,-3.299999952,1.0,-3.299999952,-0.11
280,-3.600000143,2.299999952,-3.700000048,2.5,-4.700000286,2.200000048,-3.799999952,2.600000143,-3.200000048,3.382051468,-4.0,2.400000095,-3.200000048,2.299999952,-5.099999905,2.299999952,-4.099999905,1.800000072,-3.299999952,2.200000048,-3.5,2.5,-3.299999952,1.600000024,-4.200000286,2.5,-5.400000095,1.899999976,-4.200000286,2.600000143,-5.200000286,2.200000048,-3.900000095,2.900000095,-3.400000095,2.600000143,-4.5,2.299999952,-3.400000095,1.600000024,-3.900000095,2.100000143,-5.800000191,1.700000048,-4.900000095,1.0,-4.900000095,1.300000072,-5.900000095,1.600000024,-3.799999952,1.899999976,-3.799999952,1.0,-4.300000191,1.100000024,-3.299999952,-0.11
281,-3.600000143,1.399999976,-3.900000095,2.100000143,-4.700000286,2.0,-3.5,2.100000143,-3.100000143,2.0,-3.700000048,1.800000072,-3.799999952,2.100000143,-4.700000286,2.299999952,-3.400000095,1.0,-3.200000048,1.300000072,-3.600000143,1.100000024,-3.700000048,0.200000003,-4.5,1.700000048,-3.5,2.100000143,-4.099999905,1.700000048,-3.900000095,1.800000072,-3.799999952,2.100000143,-4.0,2.200000048,-3.600000143,2.100000143,-4.200000286,0.600000024,-3.799999952,1.200000048,-4.800000191,1.300000072,-4.300000191,1.100000024,-5.300000191,0.699999988,-5.5,1.399999976,-4.099999905,1.100000024,-3.600000143,0.400000006,-3.900000095,0.400000006,-4.099999905,-0.11
282,-4.300000191,1.5,-3.700000048,2.200000048,-4.800000191,2.200000048,-4.900000095,1.800000072,-3.100000143,2.200000048,-3.200000048,2.299999952,-3.200000048,2.100000143,-4.300000191,1.700000048,-3.200000048,1.200000048,-3.100000143,1.300000072,-5.0,1.0,-3.799999952,1.100000024,-3.100000143,1.300000072,-3.400000095,1.600000024,-3.700000048,1.899999976,-4.5,2.100000143,-3.700000048,2.400000095,-3.700000048,2.200000048,-4.5,1.800000072,-3.299999952,0.600000024,-3.299999952,1.300000072,-4.0,1.5,-3.600000143,0.600000024,-5.300000191,0.600000024,-4.800000191,1.700000048,-3.600000143,1.300000072,-3.600000143,0.5,-5.400000095,0.600000024,-3.299999952,-0.12
283,-3.600000143,2.0,-4.599999905,2.0,-4.700000286,2.5,-3.900000095,2.0,-3.799999952,2.100000143,-3.200000048,2.700000048,-4.5,2.100000143,-3.700000048,2.200000048,-3.100000143,1.399999976,-3.200000048,1.5,-3.5,1.0,-3.799999952,0.900000036,-4.0,1.300000072,-3.400000095,1.700000048,-4.099999905,2.0,-5.700000286,1.899999976,-4.200000286,2.5,-3.799999952,2.100000143,-6.400000095,1.899999976,-4.300000191,1.0,-3.400000095,1.100000024,-6.400000095,1.300000072,-3.299999952,0.800000012,-3.5,1.0,-4.599999905,1.100000024,-5.700000286,0.900000036,-3.299999952,0.800000012,-4.900000095,0.600000024,-3.900000095,-0.11
284,-4.0,2.100000143,-4.099999905,1.899999976,-4.599999905,2.299999952,-3.900000095,2.200000048,-3.200000048,2.200000048,-3.5,3.0,-4.599999905,2.5,-3.200000048,2.200000048,-4.200000286,1.800000072,-4.200000286,1.899999976,-3.600000143,2.100000143,-3.799999952,1.399999976,-3.900000095,2.100000143,-4.200000286,1.700000048,-4.0,2.100000143,-3.700000048,1.700000048,-3.700000048,2.400000095,-3.299999952,2.5,-4.200000286,2.0,-4.0,1.0,-3.600000143,1.5,-4.900000095,1.600000024,-3.299999952,0.800000012,-4.5,1.399999976,-4.5,1.200000048,-5.300000191,1.399999976,-4.0,1.100000024,-5.400000095,1.5,-4.5,-0.11
285,-5.599999905,2.600000143,-4.099999905,2.299999952,-4.200000286,2.299999952,-3.600000143,2.100000143,-3.100000143,3.382051468,-4.5,2.600000143,-3.900000095,2.299999952,-3.700000048,1.800000072,-4.099999905,1.5,-4.099999905,1.600000024,-3.5,1.399999976,-3.700000048,1.300000072,-3.100000143,1.700000048,-3.299999952,1.399999976,-3.600000143,1.600000024,-4.599999905,1.300000072,-3.299999952,1.899999976,-3.5,1.899999976,-3.700000048,1.399999976,-3.200000048,1.200000048,-4.800000191,1.300000072,-3.5,1.100000024,-4.5,0.900000036,-5.0,1.100000024,-5.400000095,1.300000072,-3.700000048,1.399999976,-3.700000048,1.600000024,-4.400000095,1.200000048,-3.600000143,-0.12
286,-5.0,3.286538363,-3.799999952,3.191025734,-3.799999952,2.799999952,-3.299999952,2.799999952,-3.5,3.286538363,-4.099999905,3.382051468,-3.200000048,2.5,-3.700000048,2.200000048,-3.600000143,1.300000072,-4.099999905,1.200000048,-3.5,0.900000036,-3.200000048,1.700000048,-3.600000143,1.700000048,-3.299999952,2.200000048,-4.0,2.0,-5.200000286,1.899999976,-3.200000048,2.400000095,-3.900000095,2.299999952,-3.700000048,2.299999952,-3.299999952,1.700000048,-4.0,1.800000072,-5.400000095,1.899999976,-3.200000048,1.800000072,-4.5,1.899999976,-6.0,1.800000072,-4.0,2.100000143,-4.599999905,1.5,-3.400000095,2.0,-4.5,-0.11
287,-12.60000038,3.477564096,98.90000153,3.859615564,148.4000092,3.859615564,-4.0,3.573076963,-5.200000286,3.382051468,73.0,3.095512867,65.0,3.286538363,-3.5,3.191025734,-3.700000048,2.5,-3.799999952,3.0,-4.900000095,1.800000072,-4.0,2.5,-3.299999952,2.400000095,-4.400000095,3.0,-4.5,3.0,-4.099999905,3.095512867,-3.200000048,3.095512867,-3.400000095,3.095512867,-6.700000286,3.095512867,-3.5,2.5,-3.5,2.299999952,-3.5,2.799999952,-3.299999952,2.700000048,-3.700000048,2.700000048,-6.599999905,3.191025734,-4.0,3.095512867,-3.400000095,2.799999952,-4.599999905,2.5,-3.5,-0.12
288,-8.800000191,3.0,13.40000057,3.0,7.200000286,3.095512867,6.5,2.299999952,-0.5,2.100000143,-7.599999905,2.400000095,-8.699999809,2.700000048,14.10000038,2.600000143,-3.900000095,1.800000072,-4.599999905,2.200000048,-4.099999905,1.300000072,-3.5,2.299999952,-4.200000286,2.400000095,-3.799999952,2.799999952,-4.0,2.700000048,-3.900000095,2.5,-4.800000191,2.799999952,-5.099999905,2.900000095,-3.600000143,2.400000095,-5.099999905,2.0,-3.799999952,2.200000048,-4.5,2.400000095,-3.600000143,1.899999976,-4.900000095,2.100000143,-5.400000095,2.299999952,-6.300000191,3.0,-4.099999905,2.600000143,-3.400000095,2.600000143,-3.299999952,-0.12
289,37.79999924,3.0,35.60000229,3.286538363,53.40000153,3.095512867,44.70000076,3.191025734,60.20000076,3.095512867,61.0,3.286538363,80.59999847,3.573076963,93.70000458,2.100000143,44.5,3.477564096,-3.200000048,3.66858983,-4.400000095,2.600000143,-3.299999952,3.095512867,-4.099999905,2.900000095,-3.799999952,3.191025734,-4.200000286,3.0,-4.099999905,3.095512867,-3.799999952,3.382051468,-11.60000038,3.095512867,34.5,3.0,-4.300000191,3.0,-4.599999905,2.400000095,-4.900000095,3.095512867,-3.600000143,2.700000048,-5.400000095,3.0,-4.700000286,3.382051468,-3.600000143,3.191025734,-4.200000286,3.382051468,-5.0,3.0,-7.400000095,-0.12
290,70.0,3.0,46.29999924,3.191025734,55.90000153,3.095512867,46.0,3.095512867,54.5,3.859615564,70.70000458,3.382051468,80.70000458,2.900000095,33.90000153,2.900000095,20.0,3.095512867,72.0,3.095512867,43.79999924,3.095512867,-3.299999952,2.600000143,-3.400000095,2.100000143,-4.400000095,3.095512867,34.10000229,3.0,47.5,3.191025734,54.60000229,2.700000048,28.20000076,3.095512867,47.79999924,3.095512867,40.40000153,3.095512867,-4.800000191,2.700000048,-3.700000048,3.095512867,-3.799999952,2.900000095,-4.700000286,3.0,-4.599999905,2.600000143,-3.900000095,3.0,38.79999924,3.477564096,-4.200000286,3.286538363,49.29999924,-0.12
291,-7.700000286,2.299999952,-7.200000286,2.799999952,-7.099999905,3.095512867,17.20000076,2.900000095,44.29999924,3.286538363,30.0,2.100000143,-9.0,2.299999952,-5.200000286,2.299999952,-5.900000095,2.100000143,-14.80000019,2.400000095,-7.400000095,2.200000048,-3.299999952,2.100000143,-3.200000048,2.200000048,-3.700000048,2.600000143,-8.0,2.299999952,-7.599999905,2.5,-7.400000095,2.400000095,-8.199999809,2.700000048,10.0,2.700000048,-2.5,3.191025734,-4.700000286,2.600000143,-3.600000143,2.700000048,-3.400000095,3.0,-4.0,3.095512867,-4.599999905,2.200000048,-5.700000286,2.299999952,-11.10000038,3.095512867,-4.800000191,2.900000095,-9.199999809,-0.12
292,29.89999962,2.400000095,-2.5,2.299999952,-5.0,3.095512867,22.5,2.799999952,34.70000076,3.0,30.30000114,2.299999952,-5.599999905,1.899999976,-4.700000286,2.5,-8.5,2.0,-3.5,2.0,-4.400000095,1.800000072,-4.5,2.299999952,-3.700000048,2.100000143,-5.400000095,2.400000095,-17.70000076,2.200000048,-6.599999905,2.400000095,-7.200000286,2.600000143,4.300000191,2.900000095,2.5,2.799999952,7.800000191,3.191025734,-5.0,2.299999952,-5.5,2.799999952,-4.0,2.900000095,-4.599999905,3.0,-4.599999905,2.5,-4.300000191,2.600000143,-10.5,3.286538363,-3.400000095,2.600000143,-7.200000286,-0.12
293,-5.5,1.0,-3.100000143,1.600000024,-3.100000143,3.095512867,-4.200000286,3.764102459,-5.599999905,1.899999976,-5.0,1.899999976,-4.5,1.5,-4.400000095,1.5,-3.600000143,2.0,-4.099999905,1.5,-3.400000095,1.800000072,-3.5,0.699999988,-4.099999905,2.299999952,-5.800000191,2.200000048,-6.099999905,2.799999952,-5.800000191,2.299999952,-5.400000095,2.299999952,-5.200000286,2.100000143,-8.400000572,2.5,-5.5,4.146153927,126.4000015,2.600000143,-3.600000143,3.095512867,-3.700000048,3.095512867,-5.300000191,3.286538363,-11.90000057,2.5,-4.300000191,2.400000095,-3.299999952,3.477564096,-4.0,2.700000048,-4.200000286,-0.12
294,-7.300000191,3.095512867,-3.200000048,3.095512867,-4.0,3.095512867,-4.300000191,2.700000048,-0.600000024,2.5,19.0,2.900000095,-3.0,3.095512867,-4.400000095,2.900000095,-5.200000286,3.191025734,-4.300000191,2.299999952,-3.299999952,2.900000095,-3.400000095,2.600000143,-3.5,3.095512867,-4.099999905,3.764102459,90.90000153,3.66858983,116.0999985,3.573076963,114.3000031,3.955128193,133.5,3.573076963,112.2000046,4.146153927,142.5,3.573076963,135.5,3.0,-3.700000048,3.382051468,-4.099999905,3.286538363,-12.0,3.286538363,69.0,2.700000048,-6.300000191,3.191025734,59.90000153,3.382051468,-4.200000286,3.286538363,50.10000229,-0.11
295,132.4000092,3.955128193,134.0,3.382051468,-5.700000286,3.286538363,72.40000153,3.095512867,75.90000153,3.095512867,66.09999847,3.382051468,85.70000458,3.095512867,83.80000305,4.05064106,158.4000092,4.241666794,156.9000092,3.286538363,-3.600000143,3.66858983,-5.200000286,3.859615564,-7.700000286,3.764102459,83.20000458,4.528204918,192.4000092,4.432692528,238.0,4.719231129,240.5,4.146153927,204.3000031,3.955128193,206.1000061,4.814743519,251.0,4.814743519,287.1000061,4.146153927,162.1000061,4.337179661,182.3000031,4.146153927,197.5,4.241666794,187.1999969,4.146153927,158.5,3.66858983,157.4000092,3.955128193,159.8000031,3.764102459,134.3000031,-0.13
296,46.0,2.600000143,-1.0,2.900000095,-6.0,2.5,-15.5,2.299999952,5.400000095,3.382051468,22.80000114,3.286538363,76.5,3.286538363,82.5,3.955128193,131.1000061,3.955128193,119.9000015,3.66858983,88.09999847,2.299999952,-7.200000286,2.299999952,5.0,3.382051468,95.90000153,4.432692528,168.6000061,4.146153927,224.0,4.432692528,218.5,4.05064106,201.5,4.241666794,220.5,5.007153988,280.3999939,4.337179661,230.0,3.764102459,111.7000046,3.955128193,135.1000061,3.66858983,134.6999969,3.859615564,147.1000061,4.146153927,154.5,3.573076963,134.0,4.05064106,158.8000031,3.955128193,131.4000092,0.21
297,62.60000229,3.095512867,30.89999962,2.299999952,-5.900000095,3.764102459,104.3000031,3.859615564,162.5,4.814743519,196.6000061,4.528204918,236.1000061,4.528204918,211.6999969,4.528204918,208.1000061,3.764102459,129.6000061,3.764102459,112.5999985,2.799999952,-3.799999952,3.477564096,80.90000153,3.477564096,86.70000458,4.623718262,253.1999969,4.528204918,267.2000122,4.910256386,270.3000183,3.764102459,162.1999969,3.955128193,191.8000031,4.528204918,254.6999969,4.528204918,245.4000092,3.955128193,158.5,4.432692528,205.8000031,3.859615564,168.1999969,4.432692528,180.0,4.623718262,219.4000092,4.146153927,207.5,3.955128193,172.8000031,4.05064106,185.9000092,0.32
298,197.6999969,4.528204918,221.6999969,2.799999952,119.8000031,4.432692528,218.8000031,4.623718262,250.6999969,4.814743519,303.0,4.719231129,262.3000183,4.528204918,238.3000031,4.241666794,203.6999969,4.814743519,226.6000061,3.764102459,133.4000092,3.477564096,-3.5,3.573076963,112.7000046,3.573076963,109.9000015,4.719231129,302.1000061,4.814743519,318.8999939,5.200795174,318.7000122,4.241666794,233.3000031,5.007153988,290.8999939,5.394230843,364.1000061,5.200795174,370.6000061,4.432692528,189.0,4.528204918,211.1000061,4.05064106,205.5,4.146153927,212.6000061,4.432692528,203.1000061,4.337179661,245.4000092,4.146153927,207.3000031,4.146153927,224.6999969,0.54
299,538.7000122,5.394230843,504.3000183,5.684000015,453.8999939,5.587461948,476.8999939,5.876923084,526.6000366,5.684000015,543.2999878,5.97330761,596.0,5.684000015,555.0,5.587461948,424.7000122,5.200795174,416.3999939,5.490871906,485.0,5.394230843,398.2000122,5.587461948,387.6000061,5.200795174,456.3999939,5.394230843,385.0,5.876923084,531.0,5.684000015,504.6000061,5.104000092,319.1000061,5.200795174,315.5,5.200795174,422.0,6.454461575,734.9000244,5.587461948,433.1000061,6.55053854,579.4000244,6.165923119,611.0,6.165923119,597.2999878,4.623718262,389.5,4.623718262,379.6000061,6.165923119,619.1000366,5.97330761,646.2000122,-0.07
300,829.0,6.069641113,775.7000122,6.646564484,854.2999878,6.454461575,762.2999878,7.125923157,917.0,7.221641064,973.1000366,6.742538452,912.5,6.454461575,855.2000122,5.780487061,580.0,6.55053854,790.7999878,6.934333324,855.4000244,6.838461399,819.6000366,6.742538452,787.1000366,6.262154102,749.4000244,5.587461948,466.8999939,6.454461575,761.9000244,6.165923119,768.5,6.358333111,571.0,6.55053854,651.2000122,5.97330761,690.7000122,7.985538483,1409.099976,7.030154228,878.0,7.412922859,993.2000122,7.125923157,1079.300049,7.221641064,1020.100037,5.684000015,573.4000244,5.104000092,539.2000122,6.742538452,899.9000244,6.742538452,787.2999878,-0.13
301,1076.099976,6.934333324,1113.099976,7.604000092,1266.099976,7.317307472,1107.400024,7.69946146,1261.200073,7.604000092,1192.400024,6.838461399,991.2000122,6.454461575,877.2999878,5.780487061,598.1000366,6.742538452,904.9000244,7.221641064,1174.700073,7.412922859,995.0,6.646564484,852.0,6.165923119,775.2000122,5.587461948,483.8000183,6.646564484,863.7999878,6.838461399,984.0,6.262154102,663.7000122,6.838461399,780.6000366,6.934333324,842.1000366,8.176000595,1607.300049,6.838461399,896.4000244,7.412922859,1125.099976,7.69946146,1330.5,7.890231133,1246.5,6.646564484,846.1000366,5.97330761,706.7999878,7.030154228,1086.5,6.646564484,892.7999878,0.04
302,932.9000244,6.165923119,892.1000366,6.934333324,1013.200012,7.125923157,945.1000366,7.125923157,984.6000366,7.221641064,934.5,6.742538452,843.2000122,6.069641113,768.7000122,5.297538757,464.8999939,6.358333111,783.2999878,6.838461399,983.2000122,6.838461399,820.7000122,6.358333111,728.5,6.165923119,699.2999878,5.587461948,502.7000122,6.358333111,775.6000366,7.317307472,951.7999878,6.55053854,710.0,6.358333111,717.2999878,6.55053854,847.7999878,7.794871807,1427.700073,6.55053854,747.7999878,6.646564484,778.9000244,6.934333324,1016.0,7.412922859,969.0,6.069641113,715.5,6.069641113,752.0,7.030154228,1020.400024,6.742538452,775.0,3.14
303,1121.200073,7.030154228,1063.800049,7.125923157,1034.400024,7.030154228,962.2000122,6.646564484,993.7000122,7.125923157,1010.5,6.646564484,928.7000122,6.55053854,887.7000122,6.262154102,667.1000366,7.317307472,950.7000122,7.317307472,1040.900024,7.412922859,1062.900024,6.742538452,891.2000122,6.55053854,725.2999878,6.55053854,709.0,7.125923157,1091.099976,7.412922859,1089.099976,6.454461575,814.1000366,6.646564484,892.4000244,7.508487225,1177.200073,8.366256714,1626.0,7.317307472,986.2999878,7.125923157,1073.0,7.125923157,1211.300049,7.985538483,1230.099976,7.508487225,1013.700012,6.069641113,886.4000244,6.934333324,1104.300049,6.646564484,1110.700073,3.28
304,1028.5,6.742538452,1004.0,6.934333324,961.7999878,6.454461575,775.4000244,6.55053854,804.5,5.876923084,652.7000122,6.165923119,680.2000122,6.069641113,697.4000244,5.97330761,528.2999878,6.358333111,678.4000244,6.454461575,902.6000366,6.262154102,651.1000366,5.97330761,798.4000244,5.97330761,658.5,6.165923119,624.1000366,6.742538452,911.1000366,7.221641064,956.2000122,6.358333111,705.2000122,6.358333111,795.2000122,7.412922859,1051.599976,7.985538483,1510.800049,6.646564484,815.7000122,6.646564484,912.2999878,6.934333324,1131.300049,7.69946146,1112.400024,6.742538452,826.7000122,5.876923084,790.4000244,6.742538452,949.5,6.262154102,891.9000244,5.68
305,930.1000366,6.646564484,974.2000122,6.934333324,981.0,6.742538452,846.2999878,6.646564484,861.2999878,6.838461399,781.2999878,6.55053854,778.2000122,6.646564484,852.9000244,6.454461575,652.7999878,7.030154228,882.2999878,6.934333324,1148.300049,6.646564484,594.7999878,6.646564484,882.2000122,6.358333111,766.6000366,6.742538452,733.9000244,7.317307472,1090.900024,7.890231133,1238.300049,5.876923084,784.4000244,7.317307472,1002.5,7.604000092,1137.5,8.461307526,1777.400024,7.412922859,1073.200073,7.508487225,1208.900024,8.080795288,1496.200073,8.366256714,1381.400024,7.125923157,962.9000244,6.454461575,1008.299988,7.317307472,1200.099976,6.934333324,1025.200073,12.29
306,768.5,6.262154102,777.9000244,6.358333111,796.1000366,6.646564484,717.7000122,6.646564484,746.9000244,6.646564484,721.0,6.358333111,719.1000366,6.55053854,743.7999878,6.069641113,588.5,6.646564484,843.0,6.934333324,1084.700073,6.934333324,745.6000366,6.454461575,776.2999878,6.454461575,798.5,6.454461575,794.5,7.412922859,1213.300049,7.794871807,1205.900024,6.646564484,884.6000366,7.125923157,954.4000244,7.412922859,1110.200073,8.366256714,1693.800049,7.412922859,1075.200073,7.412922859,1217.0,7.794871807,1398.200073,8.176000595,1318.700073,7.412922859,1042.099976,5.780487061,1019.100037,7.221641064,1128.200073,6.646564484,770.1000366,19.53
307,633.4000244,5.97330761,685.2999878,6.454461575,700.2999878,6.454461575,643.4000244,6.838461399,686.2000122,6.454461575,627.0,5.876923084,607.0,6.358333111,699.9000244,5.97330761,532.1000366,6.262154102,698.1000366,6.646564484,830.1000366,6.646564484,680.0,6.165923119,600.5,6.358333111,762.1000366,6.358333111,768.2999878,7.508487225,1110.700073,7.794871807,1138.300049,6.646564484,861.9000244,6.646564484,717.2000122,7.125923157,913.2999878,7.794871807,1470.300049,7.030154228,911.2000122,7.221641064,1020.700012,7.412922859,1166.800049,7.508487225,1110.400024,7.125923157,994.6000366,5.876923084,912.2000122,6.646564484,952.2999878,4.432692528,412.3999939,27.87
308,648.1000366,6.165923119,718.4000244,6.454461575,786.6000366,6.646564484,731.1000366,6.934333324,805.1000366,6.934333324,728.6000366,6.646564484,709.2000122,6.454461575,761.9000244,6.55053854,723.5,7.221641064,850.0,6.742538452,976.7000122,6.838461399,866.7999878,5.394230843,656.5,6.646564484,867.0,7.030154228,940.4000244,7.69946146,1270.800049,7.890231133,1239.700073,6.742538452,869.5,7.125923157,957.7000122,7.794871807,1098.300049,8.27115345,1599.5,7.412922859,986.0,7.604000092,1170.5,7.412922859,1366.5,7.69946146,1284.900024,7.412922859,1041.099976,5.97330761,819.4000244,7.030154228,930.9000244,4.528204918,382.8000183,24.02
309,371.7000122,5.297538757,430.7000122,5.97330761,506.3999939,5.684000015,499.5,5.97330761,578.2999878,5.684000015,546.6000366,6.165923119,571.1000366,6.069641113,552.7000122,6.069641113,552.1000366,5.97330761,543.7999878,5.876923084,620.7999878,4.241666794,281.3000183,5.490871906,471.5,6.069641113,666.2999878,5.97330761,660.7999878,6.646564484,835.5,7.030154228,887.1000366,6.165923119,617.7000122,6.646564484,728.5,6.934333324,788.7000122,7.508487225,1267.5,6.358333111,718.4000244,6.646564484,879.7999878,7.030154228,1111.0,7.317307472,1074.700073,6.646564484,799.4000244,6.069641113,712.2999878,6.262154102,792.4000244,5.200795174,416.0,27.31
310,386.8999939,5.587461948,449.3000183,5.684000015,438.7000122,5.684000015,468.3999939,5.684000015,591.4000244,6.069641113,581.5,5.684000015,521.5,5.587461948,507.0,5.394230843,460.1000061,5.007153988,421.8999939,5.394230843,485.8999939,4.528204918,297.0,6.262154102,696.9000244,6.358333111,694.2000122,6.646564484,758.7999878,6.838461399,906.7000122,6.838461399,979.0,5.876923084,608.7999878,6.454461575,653.2000122,6.742538452,796.2000122,7.317307472,1141.700073,6.069641113,660.4000244,7.125923157,909.9000244,6.646564484,1068.900024,6.934333324,1050.900024,6.262154102,794.0,5.684000015,647.7000122,5.684000015,502.8000183,5.97330761,584.7000122,27.35
311,415.5,5.684000015,527.7000122,5.394230843,408.1000061,5.684000015,460.5,5.97330761,593.2999878,5.587461948,591.2999878,5.684000015,420.3000183,5.587461948,408.8999939,5.200795174,398.8999939,5.490871906,454.7000122,3.764102459,235.6000061,3.095512867,150.1999969,5.876923084,571.6000366,5.104000092,288.0,6.646564484,780.2000122,6.742538452,842.2999878,6.838461399,874.0,5.876923084,552.2999878,6.646564484,737.9000244,6.55053854,737.6000366,6.838461399,1038.5,6.165923119,596.2999878,7.030154228,916.0,7.030154228,1116.200073,7.030154228,1035.300049,6.069641113,714.2000122,5.780487061,607.7999878,5.394230843,432.8999939,5.97330761,547.2999878,29.41
312,396.3000183,5.587461948,498.3000183,4.719231129,366.8000183,5.780487061,490.6000061,6.069641113,617.4000244,5.684000015,576.1000366,5.587461948,415.1000061,5.007153988,414.0,5.394230843,338.8999939,5.394230843,406.3000183,3.955128193,219.6000061,4.337179661,285.0,5.876923084,553.4000244,4.05064106,197.6999969,6.454461575,704.1000366,6.838461399,855.5,6.838461399,894.2000122,5.876923084,605.2999878,6.262154102,679.0,6.358333111,721.7000122,6.934333324,1074.5,6.165923119,578.5,7.030154228,1081.5,7.69946146,1377.300049,7.221641064,1144.800049,6.454461575,705.4000244,5.876923084,602.1000366,4.432692528,334.5,6.069641113,566.2999878,25.65
313,302.1000061,5.200795174,415.2000122,4.432692528,338.0,5.876923084,483.8000183,6.358333111,639.6000366,6.55053854,590.5,5.684000015,433.3000183,5.490871906,468.7000122,6.069641113,506.5,6.646564484,583.6000366,4.528204918,274.8000183,4.337179661,288.7000122,6.165923119,626.2999878,5.684000015,395.1000061,6.454461575,714.7999878,6.742538452,854.9000244,7.030154228,877.7999878,6.165923119,689.7000122,6.646564484,697.0,6.646564484,837.7999878,6.742538452,1068.099976,5.97330761,578.7999878,7.125923157,975.9000244,7.412922859,1239.0,7.030154228,1059.200073,6.646564484,739.2000122,5.587461948,597.0,4.814743519,396.0,4.910256386,370.8000183,25.4
